,MSRDT_DE,MSRRGN_NM,MSRSTE_NM,PM10,PM25,O3,NO2,CO,SO2
5,20190301,서북권,마포구,131.0,89.0,0.029,0.052,0.9,0.006
6,20190301,동북권,광진구,117.0,84.0,0.021,0.054,1.2,0.006
7,20190301,동북권,성동구,131.0,92.0,0.027,0.054,1.0,0.005
8,20190301,동북권,중랑구,107.0,82.0,0.023,0.043,1.0,0.008
9,20190301,동북권,동대문구,114.0,87.0,0.033,0.047,0.9,0.01
10,20190301,동북권,성북구,104.0,61.0,0.026,0.054,1.3,0.005
11,20190301,동북권,도봉구,101.0,70.0,0.035,0.035,1.0,0.006
12,20190301,동북권,강북구,116.0,72.0,0.041,0.029,0.8,0.004
13,20190301,동북권,노원구,106.0,77.0,0.027,0.044,0.9,0.006
14,20190301,서남권,강서구,155.0,97.0,0.033,0.05,1.0,0.008
15,20190301,서남권,구로구,138.0,92.0,0.027,0.044,0.7,0.007
16,20190301,서남권,영등포구,130.0,100.0,0.027,0.058,0.9,0.005
17,20190301,서남권,동작구,119.0,87.0,0.037,0.045,0.8,0.005
18,20190301,서남권,관악구,133.0,93.0,0.024,0.056,0.9,0.007
19,20190301,서남권,금천구,114.0,79.0,0.027,0.051,0.9,0.006
20,20190301,서남권,양천구,152.0,102.0,0.028,0.052,1.0,0.006
21,20190301,동남권,강남구,117.0,93.0,0.022,0.047,0.9,0.007
22,20190301,동남권,서초구,119.0,84.0,0.028,0.052,0.7,0.007
23,20190301,동남권,송파구,117.0,78.0,0.023,0.057,1.0,0.006
24,20190301,동남권,강동구,117.0,84.0,0.022,0.06,0.9,0.006
0,20190302,도심권,중구,110.0,76.0,0.029,0.057,0.9,0.005
1,20190302,도심권,종로구,103.0,74.0,0.027,0.055,1.1,0.005
2,20190302,도심권,용산구,107.0,87.0,0.023,0.058,0.9,0.004
3,20190302,서북권,은평구,112.0,71.0,0.032,0.041,1.1,0.006
4,20190302,서북권,서대문구,108.0,79.0,0.029,0.038,1.5,0.006
5,20190302,서북권,마포구,139.0,93.0,0.024,0.059,1.0,0.006
6,20190302,동북권,광진구,109.0,76.0,0.023,0.047,1.2,0.005
7,20190302,동북권,성동구,126.0,90.0,0.023,0.058,0.9,0.004
8,20190302,동북권,중랑구,104.0,78.0,0.025,0.038,0.9,0.007
9,20190302,동북권,동대문구,112.0,85.0,0.03,0.046,0.9,0.009
10,20190302,동북권,성북구,106.0,60.0,0.024,0.053,1.3,0.005
11,20190302,동북권,도봉구,110.0,76.0,0.035,0.034,0.9,0.006
12,20190302,동북권,강북구,121.0,76.0,0.036,0.035,0.8,0.004
13,20190302,동북권,노원구,116.0,85.0,0.025,0.047,1.0,0.005
14,20190302,서남권,강서구,160.0,100.0,0.025,0.062,1.1,0.007
15,20190302,서남권,구로구,139.0,92.0,0.023,0.05,0.8,0.006
16,20190302,서남권,영등포구,132.0,100.0,0.023,0.059,1.2,0.004
17,20190302,서남권,동작구,130.0,95.0,0.02,0.068,1.0,0.005
18,20190302,서남권,관악구,133.0,92.0,0.019,0.063,1.0,0.006
19,20190302,서남권,금천구,129.0,88.0,0.016,0.068,1.1,0.005
20,20190302,서남권,양천구,159.0,104.0,0.022,0.062,1.2,0.005
21,20190302,동남권,강남구,114.0,89.0,0.019,0.049,0.9,0.007
22,20190302,동남권,서초구,125.0,86.0,0.022,0.057,0.8,0.005
23,20190302,동남권,송파구,117.0,76.0,0.019,0.061,1.1,0.005
24,20190302,동남권,강동구,113.0,82.0,0.024,0.054,0.9,0.006
0,20190303,도심권,중구,93.0,64.0,0.034,0.051,0.9,0.004
1,20190303,도심권,종로구,89.0,64.0,0.03,0.051,1.0,0.005
2,20190303,도심권,용산구,91.0,74.0,0.025,0.057,0.9,0.004
3,20190303,서북권,은평구,102.0,64.0,0.039,0.034,1.0,0.006
4,20190303,서북권,서대문구,100.0,75.0,0.032,0.036,1.4,0.006
5,20190303,서북권,마포구,113.0,75.0,0.029,0.05,0.8,0.005
6,20190303,동북권,광진구,90.0,63.0,0.024,0.043,1.0,0.005
7,20190303,동북권,성동구,105.0,76.0,0.029,0.047,0.8,0.004
8,20190303,동북권,중랑구,87.0,68.0,0.026,0.036,0.8,0.007
9,20190303,동북권,동대문구,97.0,74.0,0.032,0.047,0.8,0.01
10,20190303,동북권,성북구,98.0,55.0,0.027,0.05,1.2,0.004
11,20190303,동북권,도봉구,96.0,68.0,0.034,0.033,0.9,0.006
12,20190303,동북권,강북구,113.0,73.0,0.038,0.031,0.8,0.004
13,20190303,동북권,노원구,100.0,74.0,0.025,0.045,0.9,0.005
14,20190303,서남권,강서구,133.0,81.0,0.033,0.05,1.0,0.007
15,20190303,서남권,구로구,110.0,71.0,0.03,0.044,0.6,0.006
16,20190303,서남권,영등포구,108.0,81.0,0.029,0.049,1.2,0.004
17,20190303,서남권,동작구,103.0,77.0,0.03,0.053,0.9,0.004
18,20190303,서남권,관악구,109.0,77.0,0.028,0.052,0.9,0.005
19,20190303,서남권,금천구,97.0,68.0,0.028,0.053,0.9,0.005
20,20190303,서남권,양천구,125.0,81.0,0.03,0.052,1.0,0.005
21,20190303,동남권,강남구,93.0,76.0,0.023,0.043,0.7,0.006
22,20190303,동남권,서초구,99.0,72.0,0.028,0.049,0.7,0.005
23,20190303,동남권,송파구,94.0,62.0,0.024,0.052,0.9,0.004
24,20190303,동남권,강동구,93.0,67.0,0.025,0.047,0.8,0.005
0,20190304,도심권,중구,148.0,101.0,0.038,0.051,1.0,0.005
1,20190304,도심권,종로구,138.0,97.0,0.03,0.055,1.1,0.005
2,20190304,도심권,용산구,151.0,123.0,0.025,0.059,1.0,0.005
3,20190304,서북권,은평구,163.0,105.0,0.036,0.041,1.2,0.006
4,20190304,서북권,서대문구,151.0,115.0,0.032,0.038,1.6,0.006
5,20190304,서북권,마포구,190.0,126.0,0.033,0.049,1.0,0.006
6,20190304,동북권,광진구,147.0,104.0,0.021,0.053,1.3,0.006
7,20190304,동북권,성동구,172.0,122.0,0.024,0.06,1.0,0.005
8,20190304,동북권,중랑구,138.0,101.0,0.027,0.039,0.9,0.008
9,20190304,동북권,동대문구,153.0,111.0,0.035,0.049,0.9,0.01
10,20190304,동북권,성북구,157.0,91.0,0.031,0.052,1.3,0.005
11,20190304,동북권,도봉구,149.0,102.0,0.044,0.03,1.0,0.006
12,20190304,동북권,강북구,160.0,101.0,0.044,0.03,0.8,0.004
13,20190304,동북권,노원구,147.0,106.0,0.028,0.049,1.0,0.006
14,20190304,서남권,강서구,223.0,135.0,0.038,0.052,1.1,0.006
15,20190304,서남권,구로구,196.0,132.0,0.032,0.044,0.7,0.007
16,20190304,서남권,영등포구,179.0,137.0,0.028,0.057,1.4,0.004
17,20190304,서남권,동작구,183.0,136.0,0.031,0.056,1.0,0.005
18,20190304,서남권,관악구,199.0,138.0,0.029,0.054,1.0,0.006
19,20190304,서남권,금천구,186.0,123.0,0.024,0.062,1.1,0.006
20,20190304,서남권,양천구,221.0,138.0,0.029,0.056,1.1,0.005
21,20190304,동남권,강남구,157.0,123.0,0.026,0.044,0.9,0.007
22,20190304,동남권,서초구,176.0,123.0,0.03,0.049,0.8,0.006
23,20190304,동남권,송파구,151.0,101.0,0.022,0.06,1.0,0.005
24,20190304,동남권,강동구,140.0,97.0,0.022,0.059,0.9,0.005
0,20190305,도심권,중구,177.0,124.0,0.044,0.037,0.9,0.005
1,20190305,도심권,종로구,171.0,124.0,0.038,0.039,1.0,0.005
2,20190305,도심권,용산구,176.0,143.0,0.035,0.041,0.9,0.005
3,20190305,서북권,은평구,195.0,132.0,0.042,0.031,1.1,0.007
4,20190305,서북권,서대문구,184.0,147.0,0.039,0.027,1.4,0.005
5,20190305,서북권,마포구,192.0,141.0,0.041,0.033,0.8,0.006
6,20190305,동북권,광진구,188.0,144.0,0.034,0.032,1.3,0.006
7,20190305,동북권,성동구,202.0,155.0,0.038,0.039,0.9,0.004
8,20190305,동북권,중랑구,184.0,142.0,0.03,0.03,0.9,0.007
9,20190305,동북권,동대문구,191.0,139.0,0.039,0.029,0.9,0.008
10,20190305,동북권,성북구,192.0,123.0,0.033,0.04,1.3,0.005
11,20190305,동북권,도봉구,192.0,145.0,0.038,0.03,1.0,0.007
12,20190305,동북권,강북구,240.0,155.0,0.033,0.036,1.0,0.004
13,20190305,동북권,노원구,211.0,151.0,0.031,0.038,1.0,0.006
14,20190305,서남권,강서구,215.0,139.0,0.039,0.04,0.9,0.006
15,20190305,서남권,구로구,182.0,131.0,0.042,0.026,0.6,0.006
16,20190305,서남권,영등포구,177.0,143.0,0.035,0.04,1.2,0.004
17,20190305,서남권,동작구,189.0,140.0,0.043,0.032,0.8,0.005
18,20190305,서남권,관악구,188.0,139.0,0.041,0.029,0.7,0.006
19,20190305,서남권,금천구,173.0,118.0,0.037,0.034,0.9,0.005
20,20190305,서남권,양천구,217.0,144.0,0.035,0.034,0.9,0.005
21,20190305,동남권,강남구,187.0,151.0,0.032,0.028,0.9,0.007
22,20190305,동남권,서초구,185.0,137.0,0.041,0.029,0.7,0.006
23,20190305,동남권,송파구,176.0,127.0,0.037,0.035,0.9,0.005
24,20190305,동남권,강동구,200.0,141.0,0.034,0.037,0.9,0.005
0,20190306,도심권,중구,133.0,91.0,0.036,0.049,0.8,0.006
1,20190306,도심권,종로구,128.0,89.0,0.031,0.05,0.9,0.006
2,20190306,도심권,용산구,131.0,106.0,0.024,0.054,0.8,0.005
3,20190306,서북권,은평구,145.0,96.0,0.034,0.038,1.0,0.007
4,20190306,서북권,서대문구,140.0,109.0,0.028,0.037,1.4,0.006
5,20190306,서북권,마포구,161.0,114.0,0.023,0.051,0.8,0.006
6,20190306,동북권,광진구,136.0,101.0,0.025,0.045,1.2,0.006
7,20190306,동북권,성동구,158.0,116.0,0.028,0.053,0.8,0.005
8,20190306,동북권,중랑구,127.0,95.0,0.026,0.037,0.8,0.008
9,20190306,동북권,동대문구,139.0,99.0,0.036,0.041,0.8,0.006
10,20190306,동북권,성북구,138.0,85.0,0.028,0.049,1.2,0.005
11,20190306,동북권,도봉구,128.0,96.0,0.032,0.034,0.9,0.006
12,20190306,동북권,강북구,149.0,96.0,0.036,0.031,0.8,0.004
13,20190306,동북권,노원구,143.0,101.0,0.022,0.047,0.8,0.006
14,20190306,서남권,강서구,177.0,114.0,0.031,0.051,0.8,0.007
15,20190306,서남권,구로구,150.0,106.0,0.029,0.04,0.6,0.007
16,20190306,서남권,영등포구,147.0,116.0,0.024,0.043,0.7,0.005
17,20190306,서남권,동작구,143.0,103.0,0.031,0.049,0.8,0.005
18,20190306,서남권,관악구,152.0,109.0,0.028,0.045,0.7,0.006
19,20190306,서남권,금천구,142.0,94.0,0.023,0.056,0.8,0.006
20,20190306,서남권,양천구,177.0,113.0,0.028,0.047,0.8,0.006
21,20190306,동남권,강남구,143.0,114.0,0.025,0.041,0.8,0.008
22,20190306,동남권,서초구,146.0,108.0,0.034,0.042,0.6,0.006
23,20190306,동남권,송파구,134.0,95.0,0.023,0.054,0.8,0.005
24,20190306,동남권,강동구,145.0,97.0,0.023,0.052,0.8,0.005
0,20190307,도심권,중구,52.0,36.0,0.04,0.03,0.6,0.003
1,20190307,도심권,종로구,50.0,36.0,0.036,0.029,0.7,0.004
2,20190307,도심권,용산구,53.0,42.0,0.028,0.035,0.6,0.003
3,20190307,서북권,은평구,57.0,38.0,0.039,0.021,0.8,0.005
4,20190307,서북권,서대문구,58.0,41.0,0.034,0.02,1.1,0.004
5,20190307,서북권,마포구,64.0,45.0,0.022,0.026,0.7,0.003
6,20190307,동북권,광진구,52.0,35.0,0.031,0.027,0.9,0.005
7,20190307,동북권,성동구,62.0,40.0,0.034,0.035,0.6,0.003
8,20190307,동북권,중랑구,45.0,38.0,0.029,0.022,0.6,0.007
9,20190307,동북권,동대문구,47.0,36.0,0.04,0.024,0.6,0.004
10,20190307,동북권,성북구,53.0,32.0,0.033,0.029,1.0,0.003
11,20190307,동북권,도봉구,51.0,37.0,0.037,0.02,0.6,0.005
12,20190307,동북권,강북구,59.0,39.0,0.038,0.019,0.6,0.003
13,20190307,동북권,노원구,51.0,40.0,0.034,0.022,0.6,0.004
14,20190307,서남권,강서구,74.0,46.0,0.034,0.032,0.6,0.004
15,20190307,서남권,구로구,56.0,36.0,0.032,0.025,0.4,0.005
16,20190307,서남권,영등포구,63.0,49.0,0.018,0.031,0.6,0.003
17,20190307,서남권,동작구,64.0,48.0,0.032,0.035,0.6,0.003
18,20190307,서남권,관악구,62.0,44.0,0.026,0.031,0.7,0.006
19,20190307,서남권,금천구,58.0,40.0,0.029,0.034,0.6,0.003
20,20190307,서남권,양천구,71.0,44.0,0.028,0.034,0.7,0.004
21,20190307,동남권,강남구,52.0,43.0,0.024,0.029,0.6,0.006
22,20190307,동남권,서초구,66.0,48.0,0.022,0.036,0.5,0.004
23,20190307,동남권,송파구,52.0,33.0,0.03,0.033,0.6,0.003
24,20190307,동남권,강동구,55.0,40.0,0.031,0.03,0.6,0.004
0,20190308,도심권,중구,45.0,23.0,0.016,0.044,0.6,0.003
1,20190308,도심권,종로구,44.0,25.0,0.017,0.04,0.7,0.004
2,20190308,도심권,용산구,40.0,26.0,0.011,0.042,0.6,0.003
3,20190308,서북권,은평구,45.0,22.0,0.018,0.033,0.8,0.005
4,20190308,서북권,서대문구,48.0,29.0,0.014,0.031,1.3,0.005
5,20190308,서북권,마포구,56.0,26.0,0.0,0.0,0.0,0.0
6,20190308,동북권,광진구,57.0,35.0,0.005,0.048,1.0,0.005
7,20190308,동북권,성동구,63.0,35.0,0.009,0.045,0.6,0.003
8,20190308,동북권,중랑구,49.0,31.0,0.008,0.04,0.7,0.007
9,20190308,동북권,동대문구,49.0,29.0,0.018,0.035,0.6,0.004
10,20190308,동북권,성북구,58.0,26.0,0.009,0.049,1.1,0.004
11,20190308,동북권,도봉구,51.0,27.0,0.015,0.033,0.6,0.005
12,20190308,동북권,강북구,52.0,26.0,0.022,0.026,0.5,0.003
13,20190308,동북권,노원구,54.0,31.0,0.008,0.046,0.7,0.005
14,20190308,서남권,강서구,54.0,25.0,0.018,0.042,0.5,0.005
15,20190308,서남권,구로구,55.0,27.0,0.008,0.041,0.4,0.006
16,20190308,서남권,영등포구,56.0,31.0,0.0,0.0,0.0,0.0
17,20190308,서남권,동작구,48.0,27.0,0.015,0.043,0.5,0.003
18,20190308,서남권,관악구,55.0,30.0,0.0,0.0,0.0,0.0
19,20190308,서남권,금천구,49.0,29.0,0.007,0.051,0.6,0.004
20,20190308,서남권,양천구,54.0,26.0,0.014,0.046,0.6,0.004
21,20190308,동남권,강남구,45.0,29.0,0.011,0.035,0.4,0.006
22,20190308,동남권,서초구,49.0,28.0,0.009,0.043,0.4,0.003
23,20190308,동남권,송파구,55.0,29.0,0.004,0.05,0.6,0.004
24,20190308,동남권,강동구,58.0,33.0,0.005,0.054,0.6,0.004
0,20190314,도심권,중구,38.0,19.0,0.025,0.038,0.5,0.004
1,20190314,도심권,종로구,36.0,17.0,0.024,0.034,0.6,0.002
2,20190314,도심권,용산구,34.0,21.0,0.022,0.034,0.5,0.003
3,20190314,서북권,은평구,44.0,18.0,0.026,0.028,0.6,0.005
4,20190314,서북권,서대문구,42.0,21.0,0.023,0.03,0.9,0.006
5,20190314,서북권,마포구,51.0,23.0,0.024,0.027,0.5,0.004
6,20190314,동북권,광진구,41.0,19.0,0.021,0.033,0.9,0.005
7,20190314,동북권,성동구,51.0,22.0,0.025,0.034,0.5,0.002
8,20190314,동북권,중랑구,32.0,17.0,0.022,0.026,0.4,0.006
9,20190314,동북권,동대문구,36.0,18.0,0.027,0.031,0.7,0.004
10,20190314,동북권,성북구,41.0,16.0,0.02,0.036,0.9,0.004
11,20190314,동북권,도봉구,34.0,16.0,0.026,0.023,0.5,0.005
12,20190314,동북권,강북구,39.0,16.0,0.026,0.026,0.5,0.003
13,20190314,동북권,노원구,36.0,19.0,0.019,0.033,0.6,0.005
14,20190314,서남권,강서구,43.0,18.0,0.028,0.032,0.5,0.005
15,20190314,서남권,구로구,41.0,15.0,0.026,0.027,0.3,0.006
16,20190314,서남권,영등포구,47.0,25.0,0.019,0.03,0.4,0.005
17,20190314,서남권,동작구,37.0,17.0,0.031,0.029,0.4,0.003
18,20190314,서남권,관악구,42.0,20.0,0.031,0.028,0.4,0.007
19,20190314,서남권,금천구,39.0,18.0,0.023,0.036,0.5,0.004
20,20190314,서남권,양천구,44.0,17.0,0.025,0.035,0.5,0.004
21,20190314,동남권,강남구,35.0,19.0,0.022,0.026,0.4,0.006
22,20190314,동남권,서초구,41.0,19.0,0.026,0.028,0.3,0.004
23,20190314,동남권,송파구,41.0,15.0,0.025,0.034,0.5,0.004
24,20190314,동남권,강동구,39.0,19.0,0.022,0.035,0.5,0.004
0,20190315,도심권,중구,65.0,36.0,0.028,0.037,0.6,0.003
1,20190315,도심권,종로구,62.0,34.0,0.026,0.034,0.6,0.002
2,20190315,도심권,용산구,61.0,38.0,0.025,0.035,0.5,0.003
3,20190315,서북권,은평구,74.0,40.0,0.028,0.028,0.7,0.004
4,20190315,서북권,서대문구,73.0,47.0,0.026,0.029,0.8,0.004
5,20190315,서북권,마포구,78.0,43.0,0.025,0.027,0.5,0.003
6,20190315,동북권,광진구,69.0,41.0,0.026,0.028,0.9,0.005
7,20190315,동북권,성동구,90.0,51.0,0.028,0.033,0.5,0.002
8,20190315,동북권,중랑구,60.0,38.0,0.024,0.026,0.4,0.006
9,20190315,동북권,동대문구,65.0,38.0,0.03,0.029,0.6,0.004
10,20190315,동북권,성북구,62.0,29.0,0.022,0.036,0.9,0.003
11,20190315,동북권,도봉구,64.0,40.0,0.019,0.031,0.6,0.005
12,20190315,동북권,강북구,72.0,36.0,0.024,0.028,0.5,0.003
13,20190315,동북권,노원구,64.0,40.0,0.017,0.037,0.6,0.004
14,20190315,서남권,강서구,74.0,37.0,0.029,0.034,0.5,0.004
15,20190315,서남권,구로구,72.0,38.0,0.03,0.024,0.3,0.005
16,20190315,서남권,영등포구,76.0,48.0,0.02,0.03,0.4,0.004
17,20190315,서남권,동작구,70.0,40.0,0.032,0.031,0.4,0.003
18,20190315,서남권,관악구,76.0,44.0,0.033,0.025,0.3,0.006
19,20190315,서남권,금천구,64.0,35.0,0.028,0.03,0.5,0.004
20,20190315,서남권,양천구,77.0,40.0,0.028,0.031,0.5,0.004
21,20190315,동남권,강남구,64.0,40.0,0.023,0.026,0.4,0.006
22,20190315,동남권,서초구,76.0,45.0,0.029,0.026,0.3,0.004
23,20190315,동남권,송파구,70.0,39.0,0.029,0.035,0.5,0.003
24,20190315,동남권,강동구,68.0,38.0,0.027,0.029,0.5,0.004
0,20190318,도심권,중구,36.0,21.0,0.016,0.05,0.6,0.005
1,20190318,도심권,종로구,35.0,21.0,0.014,0.052,0.8,0.003
2,20190318,도심권,용산구,29.0,21.0,0.012,0.048,0.6,0.005
3,20190318,서북권,은평구,45.0,24.0,0.018,0.04,0.8,0.006
4,20190318,서북권,서대문구,44.0,27.0,0.013,0.045,1.0,0.007
5,20190318,서북권,마포구,43.0,23.0,0.017,0.035,0.5,0.005
6,20190318,동북권,광진구,40.0,25.0,0.011,0.047,0.7,0.005
7,20190318,동북권,성동구,48.0,27.0,0.014,0.047,0.5,0.002
8,20190318,동북권,중랑구,34.0,23.0,0.014,0.037,0.5,0.008
9,20190318,동북권,동대문구,35.0,23.0,0.017,0.046,0.4,0.005
10,20190318,동북권,성북구,41.0,20.0,0.013,0.05,1.0,0.005
11,20190318,동북권,도봉구,39.0,23.0,0.016,0.035,0.6,0.006
12,20190318,동북권,강북구,43.0,23.0,0.019,0.039,0.6,0.004
13,20190318,동북권,노원구,39.0,24.0,0.013,0.045,0.6,0.006
14,20190318,서남권,강서구,42.0,22.0,0.02,0.042,0.5,0.007
15,20190318,서남권,구로구,37.0,20.0,0.015,0.038,0.3,0.008
16,20190318,서남권,영등포구,44.0,27.0,0.011,0.049,0.5,0.006
17,20190318,서남권,동작구,36.0,21.0,0.018,0.044,0.5,0.005
18,20190318,서남권,관악구,39.0,23.0,0.017,0.042,0.4,0.008
19,20190318,서남권,금천구,35.0,20.0,0.014,0.046,0.5,0.005
20,20190318,서남권,양천구,42.0,22.0,0.019,0.043,0.6,0.006
21,20190318,동남권,강남구,32.0,21.0,0.013,0.039,0.4,0.007
22,20190318,동남권,서초구,36.0,25.0,0.014,0.044,0.4,0.005
23,20190318,동남권,송파구,39.0,21.0,0.014,0.05,0.6,0.005
24,20190318,동남권,강동구,39.0,23.0,0.012,0.05,0.5,0.005
0,20190319,도심권,중구,55.0,34.0,0.02,0.057,0.8,0.006
1,20190319,도심권,종로구,58.0,34.0,0.018,0.059,0.9,0.003
2,20190319,도심권,용산구,55.0,41.0,0.015,0.057,0.7,0.005
3,20190319,서북권,은평구,64.0,37.0,0.021,0.045,0.9,0.007
4,20190319,서북권,서대문구,67.0,44.0,0.016,0.052,1.2,0.008
5,20190319,서북권,마포구,72.0,43.0,0.018,0.044,0.8,0.005
6,20190319,동북권,광진구,67.0,46.0,0.012,0.052,0.8,0.006
7,20190319,동북권,성동구,82.0,50.0,0.015,0.058,0.7,0.003
8,20190319,동북권,중랑구,55.0,39.0,0.014,0.043,0.6,0.009
9,20190319,동북권,동대문구,57.0,39.0,0.002,0.061,0.5,0.005
10,20190319,동북권,성북구,57.0,32.0,0.016,0.054,1.1,0.006
11,20190319,동북권,도봉구,62.0,38.0,0.02,0.037,0.7,0.006
12,20190319,동북권,강북구,65.0,37.0,0.023,0.042,0.7,0.005
13,20190319,동북권,노원구,60.0,40.0,0.017,0.05,0.8,0.007
14,20190319,서남권,강서구,68.0,37.0,0.021,0.055,0.8,0.008
15,20190319,서남권,구로구,62.0,34.0,0.013,0.051,0.6,0.008
16,20190319,서남권,영등포구,79.0,50.0,0.015,0.067,0.7,0.005
17,20190319,서남권,동작구,60.0,39.0,0.022,0.054,0.7,0.006
18,20190319,서남권,관악구,59.0,37.0,0.016,0.053,0.7,0.01
19,20190319,서남권,금천구,54.0,33.0,0.017,0.053,0.7,0.007
20,20190319,서남권,양천구,69.0,37.0,0.019,0.058,0.9,0.007
21,20190319,동남권,강남구,60.0,42.0,0.013,0.048,0.6,0.008
22,20190319,동남권,서초구,74.0,44.0,0.016,0.055,0.6,0.006
23,20190319,동남권,송파구,68.0,40.0,0.022,0.061,0.8,0.007
24,20190319,동남권,강동구,63.0,39.0,0.014,0.055,0.7,0.006
0,20190320,도심권,중구,94.0,66.0,0.008,0.06,0.8,0.005
1,20190320,도심권,종로구,87.0,63.0,0.012,0.062,1.0,0.003
2,20190320,도심권,용산구,88.0,70.0,0.014,0.057,0.7,0.004
3,20190320,서북권,은평구,85.0,58.0,0.027,0.039,0.9,0.005
4,20190320,서북권,서대문구,91.0,74.0,0.027,0.037,1.0,0.005
5,20190320,서북권,마포구,107.0,78.0,0.015,0.046,0.8,0.004
6,20190320,동북권,광진구,98.0,79.0,0.011,0.048,0.9,0.004
7,20190320,동북권,성동구,123.0,91.0,0.012,0.059,0.8,0.003
8,20190320,동북권,중랑구,91.0,70.0,0.015,0.037,0.6,0.008
9,20190320,동북권,동대문구,94.0,69.0,0.014,0.054,0.7,0.005
10,20190320,동북권,성북구,86.0,51.0,0.01,0.06,1.3,0.004
11,20190320,동북권,도봉구,98.0,74.0,0.019,0.039,0.8,0.006
12,20190320,동북권,강북구,106.0,62.0,0.022,0.036,0.7,0.003
13,20190320,동북권,노원구,100.0,72.0,0.012,0.054,0.9,0.006
14,20190320,서남권,강서구,104.0,69.0,0.013,0.063,0.9,0.005
15,20190320,서남권,구로구,101.0,74.0,0.011,0.052,0.6,0.006
16,20190320,서남권,영등포구,106.0,86.0,0.009,0.078,0.7,0.004
17,20190320,서남권,동작구,95.0,72.0,0.014,0.061,0.8,0.004
18,20190320,서남권,관악구,103.0,78.0,0.013,0.059,0.7,0.007
19,20190320,서남권,금천구,85.0,63.0,0.016,0.054,0.8,0.004
20,20190320,서남권,양천구,111.0,73.0,0.011,0.065,0.9,0.005
21,20190320,동남권,강남구,98.0,76.0,0.007,0.051,0.6,0.006
22,20190320,동남권,서초구,119.0,84.0,0.01,0.056,0.6,0.004
23,20190320,동남권,송파구,100.0,71.0,0.022,0.057,0.8,0.004
24,20190320,동남권,강동구,101.0,69.0,0.012,0.054,0.7,0.004
0,20190321,도심권,중구,28.0,20.0,0.038,0.025,0.5,0.002
1,20190321,도심권,종로구,29.0,21.0,0.034,0.026,0.6,0.003
2,20190321,도심권,용산구,23.0,20.0,0.031,0.029,0.4,0.003
3,20190321,서북권,은평구,33.0,24.0,0.039,0.02,0.7,0.004
4,20190321,서북권,서대문구,34.0,28.0,0.034,0.02,0.8,0.003
5,20190321,서북권,마포구,38.0,29.0,0.035,0.019,0.4,0.003
6,20190321,동북권,광진구,39.0,28.0,0.031,0.022,0.6,0.004
7,20190321,동북권,성동구,44.0,33.0,0.033,0.026,0.4,0.002
8,20190321,동북권,중랑구,25.0,20.0,0.025,0.023,0.3,0.007
9,20190321,동북권,동대문구,26.0,21.0,0.024,0.019,0.4,0.004
10,20190321,동북권,성북구,31.0,19.0,0.031,0.025,0.7,0.002
11,20190321,동북권,도봉구,27.0,22.0,0.04,0.014,0.5,0.005
12,20190321,동북권,강북구,29.0,19.0,0.041,0.014,0.4,0.002
13,20190321,동북권,노원구,26.0,21.0,0.032,0.021,0.5,0.003
14,20190321,서남권,강서구,33.0,23.0,0.037,0.026,0.5,0.003
15,20190321,서남권,구로구,35.0,26.0,0.035,0.018,0.3,0.004
16,20190321,서남권,영등포구,45.0,38.0,0.022,0.027,0.4,0.003
17,20190321,서남권,동작구,32.0,24.0,0.038,0.023,0.4,0.003
18,20190321,서남권,관악구,39.0,31.0,0.039,0.02,0.3,0.006
19,20190321,서남권,금천구,31.0,23.0,0.035,0.022,0.4,0.003
20,20190321,서남권,양천구,36.0,24.0,0.033,0.025,0.5,0.003
21,20190321,동남권,강남구,28.0,23.0,0.023,0.02,0.3,0.005
22,20190321,동남권,서초구,45.0,33.0,0.034,0.021,0.3,0.003
23,20190321,동남권,송파구,34.0,25.0,0.033,0.028,0.4,0.003
24,20190321,동남권,강동구,26.0,22.0,0.029,0.024,0.4,0.003
0,20190322,도심권,중구,35.0,18.0,0.042,0.014,0.4,0.003
1,20190322,도심권,종로구,35.0,19.0,0.037,0.015,0.4,0.003
2,20190322,도심권,용산구,30.0,19.0,0.027,0.023,0.4,0.003
3,20190322,서북권,은평구,42.0,17.0,0.036,0.015,0.6,0.004
4,20190322,서북권,서대문구,39.0,19.0,0.033,0.013,0.7,0.003
5,20190322,서북권,마포구,43.0,17.0,0.031,0.015,0.4,0.003
6,20190322,동북권,광진구,36.0,21.0,0.032,0.018,0.5,0.004
7,20190322,동북권,성동구,43.0,23.0,0.035,0.017,0.4,0.002
8,20190322,동북권,중랑구,30.0,22.0,0.0,0.0,0.3,0.0
9,20190322,동북권,동대문구,34.0,20.0,0.03,0.012,0.4,0.003
10,20190322,동북권,성북구,42.0,21.0,0.032,0.019,0.6,0.003
11,20190322,동북권,도봉구,33.0,17.0,0.039,0.008,0.4,0.004
12,20190322,동북권,강북구,40.0,21.0,0.039,0.009,0.3,0.002
13,20190322,동북권,노원구,36.0,25.0,0.031,0.013,0.4,0.003
14,20190322,서남권,강서구,43.0,17.0,0.037,0.015,0.3,0.003
15,20190322,서남권,구로구,37.0,13.0,0.036,0.012,0.2,0.004
16,20190322,서남권,영등포구,45.0,21.0,0.023,0.019,0.2,0.004
17,20190322,서남권,동작구,39.0,22.0,0.037,0.016,0.3,0.002
18,20190322,서남권,관악구,41.0,18.0,0.043,0.012,0.2,0.006
19,20190322,서남권,금천구,40.0,20.0,0.036,0.018,0.3,0.003
